CustomerID,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments
50693,101,4,"160,1",5,1,1,7,Mid-Value,Potential Loyalists
50694,47,2,"90,1",5,1,1,7,Mid-Value,Potential Loyalists
50695,106,2,"142,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
50696,700,1,"2,55",4,1,1,6,Mid-Value,Potential Loyalists
50699,532,3,"233,45000000000005",4,1,1,6,Mid-Value,Potential Loyalists
50700,422,1,"86,05",4,1,1,6,Mid-Value,Potential Loyalists
50701,241,2,"38,4",5,1,1,7,Mid-Value,Potential Loyalists
50703,1324,1,"2,25",2,1,1,4,Low-Value,Can't Lose
50706,388,1,"6,75",4,1,1,6,Mid-Value,Potential Loyalists
50708,104,2,"149,85",5,1,1,7,Mid-Value,Potential Loyalists
50709,954,2,"118,05",3,1,1,5,Low-Value,At Risk Customers
50710,155,1,"579,9",5,1,1,7,Mid-Value,Potential Loyalists
50711,28,7,"834,85",5,2,2,9,High-Value,Champions
50715,903,2,"51,8",3,1,1,5,Low-Value,At Risk Customers
50716,153,8,"1261,95",5,2,2,9,High-Value,Champions
50719,1258,1,"56,7",2,1,1,4,Low-Value,Can't Lose
50720,418,5,"259,65",4,1,1,6,Mid-Value,Potential Loyalists
50721,85,1,"38,4",5,1,1,7,Mid-Value,Potential Loyalists
50722,405,2,"67,3",4,1,1,6,Mid-Value,Potential Loyalists
50723,1,4,"204,5",5,1,1,7,Mid-Value,Potential Loyalists
50724,464,3,"220,49999999999997",4,1,1,6,Mid-Value,Potential Loyalists
50725,34,2,"137,0",5,1,1,7,Mid-Value,Potential Loyalists
50727,327,2,"24,25",5,1,1,7,Mid-Value,Potential Loyalists
50729,1009,1,"23,95",3,1,1,5,Low-Value,At Risk Customers
50730,108,3,"140,75",5,1,1,7,Mid-Value,Potential Loyalists
50731,208,2,"115,5",5,1,1,7,Mid-Value,Potential Loyalists
50732,783,2,"201,95",3,1,1,5,Low-Value,At Risk Customers
50733,1036,2,"538,6",3,1,1,5,Low-Value,At Risk Customers
50734,1305,1,"29,6",2,1,1,4,Low-Value,Can't Lose
50735,110,6,"686,5",5,1,2,8,High-Value,Potential Loyalists
50736,75,8,"265,05",5,2,1,8,High-Value,Potential Loyalists
50737,944,1,"58,0",3,1,1,5,Low-Value,At Risk Customers
50738,3,1,"36,3",5,1,1,7,Mid-Value,Potential Loyalists
50739,438,12,"697,3",4,3,2,9,High-Value,Champions
50740,89,7,"582,3",5,2,1,8,High-Value,Potential Loyalists
50741,161,4,"1022,35",5,1,2,8,High-Value,Potential Loyalists
50742,458,2,"204,85000000000002",4,1,1,6,Mid-Value,Potential Loyalists
50743,29,2,"102,14999999999999",5,1,1,7,Mid-Value,Potential Loyalists
50744,59,8,"329,3",5,2,1,8,High-Value,Potential Loyalists
50746,690,6,"512,9499999999999",4,1,1,6,Mid-Value,Potential Loyalists
50750,158,3,"109,35",5,1,1,7,Mid-Value,Potential Loyalists
50752,1504,1,"6,75",1,1,1,3,Low-Value,Lost
50753,16,3,"305,40000000000003",5,1,1,7,Mid-Value,Potential Loyalists
50755,743,2,"111,19999999999999",3,1,1,5,Low-Value,At Risk Customers
50756,1462,1,"68,6",1,1,1,3,Low-Value,Lost
50758,179,12,"1008,0999999999999",5,3,2,10,High-Value,Champions
50759,579,3,"148,3",4,1,1,6,Mid-Value,Potential Loyalists
50760,221,1,"54,0",5,1,1,7,Mid-Value,Potential Loyalists
50761,386,2,"187,25",4,1,1,6,Mid-Value,Potential Loyalists
50762,159,6,"631,35",5,1,1,7,Mid-Value,Potential Loyalists
50763,72,2,"75,2",5,1,1,7,Mid-Value,Potential Loyalists
50765,31,7,"553,1",5,2,1,8,High-Value,Potential Loyalists
50768,1133,1,"12,7",2,1,1,4,Low-Value,Can't Lose
50769,1651,1,"1,2",1,1,1,3,Low-Value,Lost
50770,846,1,"22,15",3,1,1,5,Low-Value,At Risk Customers
50771,350,1,"14,6",5,1,1,7,Mid-Value,Potential Loyalists
50772,206,2,"450,65",5,1,1,7,Mid-Value,Potential Loyalists
50773,791,1,"98,9",3,1,1,5,Low-Value,At Risk Customers
50774,776,2,"20,05",3,1,1,5,Low-Value,At Risk Customers
50775,553,7,"298,3",4,2,1,7,Mid-Value,Potential Loyalists
50776,211,5,"244,9",5,1,1,7,Mid-Value,Potential Loyalists
50777,236,3,"294,6",5,1,1,7,Mid-Value,Potential Loyalists
50778,295,2,"100,6",5,1,1,7,Mid-Value,Potential Loyalists
50782,778,1,"45,0",3,1,1,5,Low-Value,At Risk Customers
50783,416,11,"717,85",4,2,2,8,High-Value,Potential Loyalists
50784,298,2,"118,0",5,1,1,7,Mid-Value,Potential Loyalists
50785,1179,2,"88,45",2,1,1,4,Low-Value,Can't Lose
50786,844,2,"36,3",3,1,1,5,Low-Value,At Risk Customers
50788,171,4,"704,95",5,1,2,8,High-Value,Potential Loyalists
50792,266,7,"648,05",5,2,1,8,High-Value,Potential Loyalists
50793,148,17,"1024,5",5,4,2,11,High-Value,Champions
50794,222,2,"96,64999999999999",5,1,1,7,Mid-Value,Potential Loyalists
50795,1526,2,"65,55",1,1,1,3,Low-Value,Lost
50798,1322,1,"7,5",2,1,1,4,Low-Value,Can't Lose
50802,33,4,"339,2",5,1,1,7,Mid-Value,Potential Loyalists
50804,166,5,"206,8",5,1,1,7,Mid-Value,Potential Loyalists
50805,479,3,"370,59999999999997",4,1,1,6,Mid-Value,Potential Loyalists
50806,11,7,"511,0",5,2,1,8,High-Value,Potential Loyalists
50807,1326,4,"222,89999999999998",2,1,1,4,Low-Value,Can't Lose
50808,201,10,"388,1",5,2,1,8,High-Value,Potential Loyalists
50809,77,2,"114,55000000000001",5,1,1,7,Mid-Value,Potential Loyalists
50810,530,2,"181,55",4,1,1,6,Mid-Value,Potential Loyalists
50813,97,3,"71,8",5,1,1,7,Mid-Value,Potential Loyalists
50815,73,2,"219,25",5,1,1,7,Mid-Value,Potential Loyalists
50816,47,10,"363,9",5,2,1,8,High-Value,Potential Loyalists
50819,626,3,"121,14999999999999",4,1,1,6,Mid-Value,Potential Loyalists
50820,418,1,"77,8",4,1,1,6,Mid-Value,Potential Loyalists
50821,31,4,"361,45",5,1,1,7,Mid-Value,Potential Loyalists
50823,1173,1,"16,15",2,1,1,4,Low-Value,Can't Lose
50825,117,7,"577,75",5,2,1,8,High-Value,Potential Loyalists
50826,20,1,"43,0",5,1,1,7,Mid-Value,Potential Loyalists
50827,305,3,"243,3",5,1,1,7,Mid-Value,Potential Loyalists
50828,509,5,"232,55",4,1,1,6,Mid-Value,Potential Loyalists
50829,3,2,"162,0",5,1,1,7,Mid-Value,Potential Loyalists
50832,913,7,"325,1",3,2,1,6,Mid-Value,Potential Loyalists
50833,48,12,"607,25",5,3,1,9,High-Value,Champions
50834,1197,2,"164,5",2,1,1,4,Low-Value,Can't Lose
50835,800,1,"15,4",3,1,1,5,Low-Value,At Risk Customers
50836,4,1,"75,1",5,1,1,7,Mid-Value,Potential Loyalists
50838,164,4,"348,70000000000005",5,1,1,7,Mid-Value,Potential Loyalists
50839,473,11,"281,5",4,2,1,7,Mid-Value,Potential Loyalists
50842,27,2,"95,80000000000001",5,1,1,7,Mid-Value,Potential Loyalists
50845,86,5,"369,95",5,1,1,7,Mid-Value,Potential Loyalists
50846,854,2,"730,6999999999999",3,1,2,6,Mid-Value,Potential Loyalists
50847,172,1,"16,6",5,1,1,7,Mid-Value,Potential Loyalists
50851,124,2,"52,8",5,1,1,7,Mid-Value,Potential Loyalists
50854,407,7,"255,79999999999998",4,2,1,7,Mid-Value,Potential Loyalists
50859,514,8,"435,3",4,2,1,7,Mid-Value,Potential Loyalists
50860,1281,1,"184,0",2,1,1,4,Low-Value,Can't Lose
50861,1346,1,"76,3",2,1,1,4,Low-Value,Can't Lose
50863,769,1,"476,5",3,1,1,5,Low-Value,At Risk Customers
50864,74,3,"145,05",5,1,1,7,Mid-Value,Potential Loyalists
50865,841,3,"112,95",3,1,1,5,Low-Value,At Risk Customers
50868,136,5,"194,0",5,1,1,7,Mid-Value,Potential Loyalists
50872,1747,1,"34,5",1,1,1,3,Low-Value,Lost
50873,464,4,"239,45",4,1,1,6,Mid-Value,Potential Loyalists
50876,77,2,"127,50000000000001",5,1,1,7,Mid-Value,Potential Loyalists
50877,1110,1,"597,1500000000001",2,1,1,4,Low-Value,Can't Lose
50878,90,2,"55,65",5,1,1,7,Mid-Value,Potential Loyalists
50880,49,5,"303,2",5,1,1,7,Mid-Value,Potential Loyalists
50881,113,2,"48,75",5,1,1,7,Mid-Value,Potential Loyalists
50883,1140,3,"226,65",2,1,1,4,Low-Value,Can't Lose
50884,849,4,"121,45",3,1,1,5,Low-Value,At Risk Customers
50886,472,7,"461,09999999999997",4,2,1,7,Mid-Value,Potential Loyalists
50887,8,1,"17,1",5,1,1,7,Mid-Value,Potential Loyalists
50888,48,7,"408,15",5,2,1,8,High-Value,Potential Loyalists
50889,201,3,"130,35000000000002",5,1,1,7,Mid-Value,Potential Loyalists
50891,79,1,"20,7",5,1,1,7,Mid-Value,Potential Loyalists
50892,69,6,"498,59999999999997",5,1,1,7,Mid-Value,Potential Loyalists
50893,754,2,"131,8",3,1,1,5,Low-Value,At Risk Customers
50894,1327,2,"505,8",2,1,1,4,Low-Value,Can't Lose
50895,1271,2,"286,65",2,1,1,4,Low-Value,Can't Lose
50896,979,2,"188,1",3,1,1,5,Low-Value,At Risk Customers
50898,34,3,"364,8",5,1,1,7,Mid-Value,Potential Loyalists
50899,1334,1,"31,2",2,1,1,4,Low-Value,Can't Lose
50900,20,4,"505,54999999999995",5,1,1,7,Mid-Value,Potential Loyalists
50901,1056,5,"195,2",3,1,1,5,Low-Value,At Risk Customers
50902,1803,2,"57,849999999999994",1,1,1,3,Low-Value,Lost
50903,760,5,"269,95",3,1,1,5,Low-Value,At Risk Customers
50905,431,5,"505,34999999999997",4,1,1,6,Mid-Value,Potential Loyalists
50906,333,4,"155,75",5,1,1,7,Mid-Value,Potential Loyalists
50907,678,6,"98,19999999999999",4,1,1,6,Mid-Value,Potential Loyalists
50908,840,5,"159,95",3,1,1,5,Low-Value,At Risk Customers
50909,31,5,"261,65",5,1,1,7,Mid-Value,Potential Loyalists
50910,369,2,"172,5",4,1,1,6,Mid-Value,Potential Loyalists
50913,94,13,"737,25",5,3,2,10,High-Value,Champions
50914,1751,1,"45,4",1,1,1,3,Low-Value,Lost
50915,906,1,"20,3",3,1,1,5,Low-Value,At Risk Customers
50916,31,12,"433,6",5,3,1,9,High-Value,Champions
50917,451,4,"216,6",4,1,1,6,Mid-Value,Potential Loyalists
50919,809,1,"59,05",3,1,1,5,Low-Value,At Risk Customers
50923,2,2,"49,099999999999994",5,1,1,7,Mid-Value,Potential Loyalists
50924,109,4,"526,45",5,1,1,7,Mid-Value,Potential Loyalists
50926,147,2,"233,75",5,1,1,7,Mid-Value,Potential Loyalists
50927,995,2,"63,1",3,1,1,5,Low-Value,At Risk Customers
50928,104,3,"188,7",5,1,1,7,Mid-Value,Potential Loyalists
50930,106,7,"353,9",5,2,1,8,High-Value,Potential Loyalists
50931,161,2,"146,39999999999998",5,1,1,7,Mid-Value,Potential Loyalists
50935,610,1,"15,15",4,1,1,6,Mid-Value,Potential Loyalists
50936,59,3,"610,9",5,1,1,7,Mid-Value,Potential Loyalists
50937,1407,1,"10,75",2,1,1,4,Low-Value,Can't Lose
50939,945,3,"83,2",3,1,1,5,Low-Value,At Risk Customers
50940,122,4,"277,6",5,1,1,7,Mid-Value,Potential Loyalists
50941,122,3,"227,7",5,1,1,7,Mid-Value,Potential Loyalists
50942,1,3,"667,4",5,1,2,8,High-Value,Potential Loyalists
50946,324,2,"56,95",5,1,1,7,Mid-Value,Potential Loyalists
50947,6,11,"550,35",5,2,1,8,High-Value,Potential Loyalists
50948,147,3,"64,8",5,1,1,7,Mid-Value,Potential Loyalists
50950,258,3,"34,15",5,1,1,7,Mid-Value,Potential Loyalists
50951,47,4,"331,35",5,1,1,7,Mid-Value,Potential Loyalists
50953,551,1,"12,9",4,1,1,6,Mid-Value,Potential Loyalists
50954,1084,3,"206,4",3,1,1,5,Low-Value,At Risk Customers
50956,949,4,"835,1",3,1,2,6,Mid-Value,Potential Loyalists
50957,1043,1,"200,4",3,1,1,5,Low-Value,At Risk Customers
50958,996,4,"179,0",3,1,1,5,Low-Value,At Risk Customers
50962,756,1,"89,0",3,1,1,5,Low-Value,At Risk Customers
50964,838,4,"164,45000000000002",3,1,1,5,Low-Value,At Risk Customers
50966,1361,3,"77,65",2,1,1,4,Low-Value,Can't Lose
50967,679,3,"108,65",4,1,1,6,Mid-Value,Potential Loyalists
50971,39,1,"175,2",5,1,1,7,Mid-Value,Potential Loyalists
50972,744,2,"274,65",3,1,1,5,Low-Value,At Risk Customers
50973,868,3,"369,84999999999997",3,1,1,5,Low-Value,At Risk Customers
50976,27,2,"79,30000000000001",5,1,1,7,Mid-Value,Potential Loyalists
50977,1317,1,"13,9",2,1,1,4,Low-Value,Can't Lose
50978,1171,1,"34,1",2,1,1,4,Low-Value,Can't Lose
50980,572,2,"254,55",4,1,1,6,Mid-Value,Potential Loyalists
50983,488,3,"208,8",4,1,1,6,Mid-Value,Potential Loyalists
50984,486,1,"38,4",4,1,1,6,Mid-Value,Potential Loyalists
50985,768,1,"97,05",3,1,1,5,Low-Value,At Risk Customers
50987,234,2,"92,5",5,1,1,7,Mid-Value,Potential Loyalists
50989,650,1,"22,5",4,1,1,6,Mid-Value,Potential Loyalists
50991,984,2,"71,35",3,1,1,5,Low-Value,At Risk Customers
50993,1470,2,"38,5",1,1,1,3,Low-Value,Lost
50995,653,1,"11,8",4,1,1,6,Mid-Value,Potential Loyalists
50998,139,3,"158,3",5,1,1,7,Mid-Value,Potential Loyalists
51003,901,1,"143,9",3,1,1,5,Low-Value,At Risk Customers
51004,871,1,"226,5",3,1,1,5,Low-Value,At Risk Customers
51006,1563,1,"51,0",1,1,1,3,Low-Value,Lost
51007,1004,1,"41,0",3,1,1,5,Low-Value,At Risk Customers
51008,882,2,"18,1",3,1,1,5,Low-Value,At Risk Customers
51009,164,2,"102,6",5,1,1,7,Mid-Value,Potential Loyalists
51011,1148,4,"405,1",2,1,1,4,Low-Value,Can't Lose
51014,1199,3,"132,95",2,1,1,4,Low-Value,Can't Lose
51015,765,1,"17,65",3,1,1,5,Low-Value,At Risk Customers
51016,566,3,"309,7",4,1,1,6,Mid-Value,Potential Loyalists
51017,225,2,"72,7",5,1,1,7,Mid-Value,Potential Loyalists
51018,28,3,"269,95",5,1,1,7,Mid-Value,Potential Loyalists
51019,731,4,"429,3",3,1,1,5,Low-Value,At Risk Customers
51020,145,4,"110,81",5,1,1,7,Mid-Value,Potential Loyalists
51021,578,4,"299,4",4,1,1,6,Mid-Value,Potential Loyalists
51022,299,1,"38,4",5,1,1,7,Mid-Value,Potential Loyalists
51023,46,21,"1797,45",5,4,3,12,High-Value,Champions
51025,434,6,"317,84999999999997",4,1,1,6,Mid-Value,Potential Loyalists
51026,1240,2,"83,2",2,1,1,4,Low-Value,Can't Lose
51027,419,1,"10,95",4,1,1,6,Mid-Value,Potential Loyalists
51028,638,4,"47,2",4,1,1,6,Mid-Value,Potential Loyalists
51031,626,2,"65,75",4,1,1,6,Mid-Value,Potential Loyalists
51033,777,3,"272,05",3,1,1,5,Low-Value,At Risk Customers
51036,38,4,"243,14999999999998",5,1,1,7,Mid-Value,Potential Loyalists
51039,937,2,"56,3",3,1,1,5,Low-Value,At Risk Customers
51040,1627,1,"5,5",1,1,1,3,Low-Value,Lost
51041,409,5,"298,8",4,1,1,6,Mid-Value,Potential Loyalists
51042,386,2,"47,8",4,1,1,6,Mid-Value,Potential Loyalists
51043,617,1,"36,65",4,1,1,6,Mid-Value,Potential Loyalists
51044,140,9,"774,8000000000001",5,2,2,9,High-Value,Champions
51047,592,4,"113,55",4,1,1,6,Mid-Value,Potential Loyalists
51049,755,1,"15,5",3,1,1,5,Low-Value,At Risk Customers
51050,1292,1,"32,4",2,1,1,4,Low-Value,Can't Lose
51052,815,1,"8,05",3,1,1,5,Low-Value,At Risk Customers
51053,389,2,"17,15",4,1,1,6,Mid-Value,Potential Loyalists
51057,147,5,"335,45",5,1,1,7,Mid-Value,Potential Loyalists
51058,1155,4,"165,75",2,1,1,4,Low-Value,Can't Lose
51062,377,3,"364,75",4,1,1,6,Mid-Value,Potential Loyalists
51065,148,10,"604,5",5,2,1,8,High-Value,Potential Loyalists
51066,850,1,"0,8",3,1,1,5,Low-Value,At Risk Customers
51067,1196,2,"17,3",2,1,1,4,Low-Value,Can't Lose
51068,1678,1,"16,55",1,1,1,3,Low-Value,Lost
51070,55,5,"198,14999999999998",5,1,1,7,Mid-Value,Potential Loyalists
51071,411,2,"184,4",4,1,1,6,Mid-Value,Potential Loyalists
51074,570,5,"436,4",4,1,1,6,Mid-Value,Potential Loyalists
51075,739,3,"183,15",3,1,1,5,Low-Value,At Risk Customers
51076,134,3,"165,25",5,1,1,7,Mid-Value,Potential Loyalists
51077,1596,2,"81,15",1,1,1,3,Low-Value,Lost
51079,1256,1,"187,05",2,1,1,4,Low-Value,Can't Lose
51081,1548,1,"29,6",1,1,1,3,Low-Value,Lost
51082,418,2,"99,44999999999999",4,1,1,6,Mid-Value,Potential Loyalists
51083,721,3,"379,1",4,1,1,6,Mid-Value,Potential Loyalists
51084,431,4,"292,84999999999997",4,1,1,6,Mid-Value,Potential Loyalists
51086,266,7,"255,5",5,2,1,8,High-Value,Potential Loyalists
51087,291,3,"41,6",5,1,1,7,Mid-Value,Potential Loyalists
51089,9,6,"467,85",5,1,1,7,Mid-Value,Potential Loyalists
51093,1536,1,"111,0",1,1,1,3,Low-Value,Lost
51097,87,5,"368,3",5,1,1,7,Mid-Value,Potential Loyalists
51099,336,3,"222,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
51100,837,2,"49,7",3,1,1,5,Low-Value,At Risk Customers
51101,731,5,"492,1",3,1,1,5,Low-Value,At Risk Customers
51103,529,3,"295,90000000000003",4,1,1,6,Mid-Value,Potential Loyalists
51104,409,2,"197,35",4,1,1,6,Mid-Value,Potential Loyalists
51105,975,1,"28,9",3,1,1,5,Low-Value,At Risk Customers
51106,263,1,"6,4",5,1,1,7,Mid-Value,Potential Loyalists
51107,1,14,"1194,25",5,3,2,10,High-Value,Champions
51108,804,3,"579,3499999999999",3,1,1,5,Low-Value,At Risk Customers
51111,103,3,"72,4",5,1,1,7,Mid-Value,Potential Loyalists
51112,791,1,"56,35",3,1,1,5,Low-Value,At Risk Customers
51115,139,1,"9,9",5,1,1,7,Mid-Value,Potential Loyalists
51117,4,7,"424,90000000000003",5,2,1,8,High-Value,Potential Loyalists
51118,885,3,"39,2",3,1,1,5,Low-Value,At Risk Customers
51120,1719,2,"370,65000000000003",1,1,1,3,Low-Value,Lost
51122,505,4,"428,25",4,1,1,6,Mid-Value,Potential Loyalists
51124,1015,1,"160,6",3,1,1,5,Low-Value,At Risk Customers
51125,118,3,"224,45000000000002",5,1,1,7,Mid-Value,Potential Loyalists
51126,1295,2,"165,25",2,1,1,4,Low-Value,Can't Lose
51127,794,1,"125,65",3,1,1,5,Low-Value,At Risk Customers
51129,540,5,"428,7",4,1,1,6,Mid-Value,Potential Loyalists
51130,111,3,"179,2",5,1,1,7,Mid-Value,Potential Loyalists
51131,375,2,"147,95",4,1,1,6,Mid-Value,Potential Loyalists
51133,584,3,"47,4",4,1,1,6,Mid-Value,Potential Loyalists
51134,1205,4,"234,45",2,1,1,4,Low-Value,Can't Lose
51135,738,2,"75,1",3,1,1,5,Low-Value,At Risk Customers
51136,179,5,"249,15",5,1,1,7,Mid-Value,Potential Loyalists
51137,1019,1,"29,75",3,1,1,5,Low-Value,At Risk Customers
51138,1,2,"94,35",5,1,1,7,Mid-Value,Potential Loyalists
51140,838,1,"48,4",3,1,1,5,Low-Value,At Risk Customers
51141,1153,1,"160,6",2,1,1,4,Low-Value,Can't Lose
51144,561,7,"313,5",4,2,1,7,Mid-Value,Potential Loyalists
51145,1688,2,"484,6",1,1,1,3,Low-Value,Lost
51147,195,1,"71,1",5,1,1,7,Mid-Value,Potential Loyalists
51149,852,2,"116,0",3,1,1,5,Low-Value,At Risk Customers
51151,1199,4,"146,6",2,1,1,4,Low-Value,Can't Lose
51152,301,1,"47,75",5,1,1,7,Mid-Value,Potential Loyalists
51153,1659,1,"24,5",1,1,1,3,Low-Value,Lost
51154,56,5,"392,1",5,1,1,7,Mid-Value,Potential Loyalists
51155,1586,2,"46,75",1,1,1,3,Low-Value,Lost
51157,191,5,"119,60000000000001",5,1,1,7,Mid-Value,Potential Loyalists
51158,993,1,"5,75",3,1,1,5,Low-Value,At Risk Customers
51159,119,9,"588,5",5,2,1,8,High-Value,Potential Loyalists
51160,139,4,"170,7",5,1,1,7,Mid-Value,Potential Loyalists
51161,858,3,"132,2",3,1,1,5,Low-Value,At Risk Customers
51163,996,3,"151,5",3,1,1,5,Low-Value,At Risk Customers
51164,856,1,"21,5",3,1,1,5,Low-Value,At Risk Customers
51165,69,8,"184,6",5,2,1,8,High-Value,Potential Loyalists
51166,1229,2,"410,40000000000003",2,1,1,4,Low-Value,Can't Lose
51169,1225,1,"5,9",2,1,1,4,Low-Value,Can't Lose
51170,1186,2,"119,14999999999999",2,1,1,4,Low-Value,Can't Lose
51171,437,1,"134,8",4,1,1,6,Mid-Value,Potential Loyalists
51173,1697,1,"48,45",1,1,1,3,Low-Value,Lost
51174,613,2,"52,3",4,1,1,6,Mid-Value,Potential Loyalists
51175,44,3,"78,5",5,1,1,7,Mid-Value,Potential Loyalists
51178,1599,1,"17,35",1,1,1,3,Low-Value,Lost
51179,130,1,"25,2",5,1,1,7,Mid-Value,Potential Loyalists
51180,228,1,"32,25",5,1,1,7,Mid-Value,Potential Loyalists
51181,907,1,"87,9",3,1,1,5,Low-Value,At Risk Customers
51182,434,4,"195,45",4,1,1,6,Mid-Value,Potential Loyalists
51184,127,2,"158,85",5,1,1,7,Mid-Value,Potential Loyalists
51185,489,2,"51,8",4,1,1,6,Mid-Value,Potential Loyalists
51186,190,1,"55,349999999999994",5,1,1,7,Mid-Value,Potential Loyalists
51187,876,1,"35,6",3,1,1,5,Low-Value,At Risk Customers
51190,754,5,"170,7",3,1,1,5,Low-Value,At Risk Customers
51193,1731,1,"9,65",1,1,1,3,Low-Value,Lost
51196,1001,2,"25,05",3,1,1,5,Low-Value,At Risk Customers
51199,306,4,"236,99999999999997",5,1,1,7,Mid-Value,Potential Loyalists
51200,176,1,"117,2",5,1,1,7,Mid-Value,Potential Loyalists
51202,760,5,"553,1",3,1,1,5,Low-Value,At Risk Customers
51203,1139,3,"101,45",2,1,1,4,Low-Value,Can't Lose
51204,118,8,"349,25",5,2,1,8,High-Value,Potential Loyalists
51205,4,8,"295,71000000000004",5,2,1,8,High-Value,Potential Loyalists
51206,878,2,"28,0",3,1,1,5,Low-Value,At Risk Customers
51207,14,2,"283,55",5,1,1,7,Mid-Value,Potential Loyalists
51208,421,2,"169,85",4,1,1,6,Mid-Value,Potential Loyalists
51210,1625,1,"41,5",1,1,1,3,Low-Value,Lost
51211,495,5,"725,0999999999999",4,1,2,7,Mid-Value,Potential Loyalists
51214,214,1,"64,5",5,1,1,7,Mid-Value,Potential Loyalists
51220,623,2,"189,70000000000002",4,1,1,6,Mid-Value,Potential Loyalists
51221,3,6,"285,9",5,1,1,7,Mid-Value,Potential Loyalists
51223,18,5,"408,3",5,1,1,7,Mid-Value,Potential Loyalists
51224,171,9,"420,1",5,2,1,8,High-Value,Potential Loyalists
51227,1402,1,"14,45",2,1,1,4,Low-Value,Can't Lose
51228,196,2,"50,1",5,1,1,7,Mid-Value,Potential Loyalists
51231,48,3,"168,9",5,1,1,7,Mid-Value,Potential Loyalists
51232,578,2,"162,3",4,1,1,6,Mid-Value,Potential Loyalists
51233,31,6,"271,3",5,1,1,7,Mid-Value,Potential Loyalists
51234,21,4,"439,20000000000005",5,1,1,7,Mid-Value,Potential Loyalists
51235,269,1,"55,2",5,1,1,7,Mid-Value,Potential Loyalists
51236,995,6,"363,1",3,1,1,5,Low-Value,At Risk Customers
51237,633,1,"36,8",4,1,1,6,Mid-Value,Potential Loyalists
51238,508,2,"90,35000000000001",4,1,1,6,Mid-Value,Potential Loyalists
51241,372,1,"58,2",4,1,1,6,Mid-Value,Potential Loyalists
51242,170,6,"103,3",5,1,1,7,Mid-Value,Potential Loyalists
51243,802,3,"87,4",3,1,1,5,Low-Value,At Risk Customers
51244,48,3,"203,25",5,1,1,7,Mid-Value,Potential Loyalists
51245,204,4,"308,05",5,1,1,7,Mid-Value,Potential Loyalists
51246,832,2,"139,6",3,1,1,5,Low-Value,At Risk Customers
51247,8,5,"293,9",5,1,1,7,Mid-Value,Potential Loyalists
51252,539,5,"736,45",4,1,2,7,Mid-Value,Potential Loyalists
51253,1099,5,"142,85",2,1,1,4,Low-Value,Can't Lose
51255,530,3,"186,51",4,1,1,6,Mid-Value,Potential Loyalists
51256,162,3,"263,5",5,1,1,7,Mid-Value,Potential Loyalists
51257,1268,3,"88,75",2,1,1,4,Low-Value,Can't Lose
51262,4,5,"245,10000000000002",5,1,1,7,Mid-Value,Potential Loyalists
51265,927,6,"277,9",3,1,1,5,Low-Value,At Risk Customers
51266,662,2,"111,35000000000001",4,1,1,6,Mid-Value,Potential Loyalists
51267,315,3,"223,2",5,1,1,7,Mid-Value,Potential Loyalists
51269,14,6,"194,15",5,1,1,7,Mid-Value,Potential Loyalists
51270,1580,1,"11,0",1,1,1,3,Low-Value,Lost
51271,840,1,"145,6",3,1,1,5,Low-Value,At Risk Customers
51272,1269,1,"13,6",2,1,1,4,Low-Value,Can't Lose
51275,938,3,"224,85000000000002",3,1,1,5,Low-Value,At Risk Customers
51276,963,3,"601,95",3,1,1,5,Low-Value,At Risk Customers
51277,29,5,"438,84999999999997",5,1,1,7,Mid-Value,Potential Loyalists
51278,1208,3,"259,25",2,1,1,4,Low-Value,Can't Lose
51279,940,1,"191,3",3,1,1,5,Low-Value,At Risk Customers
51280,1575,2,"205,3",1,1,1,3,Low-Value,Lost
51281,293,3,"630,5999999999999",5,1,1,7,Mid-Value,Potential Loyalists
51284,373,5,"228,57999999999998",4,1,1,6,Mid-Value,Potential Loyalists
51285,493,3,"133,85",4,1,1,6,Mid-Value,Potential Loyalists
51286,773,9,"623,45",3,2,1,6,Mid-Value,Potential Loyalists
51288,1522,1,"6,2",1,1,1,3,Low-Value,Lost
51289,1067,1,"11,15",3,1,1,5,Low-Value,At Risk Customers
51290,1116,2,"64,7",2,1,1,4,Low-Value,Can't Lose
51292,1186,2,"13,6",2,1,1,4,Low-Value,Can't Lose
51293,27,6,"437,04999999999995",5,1,1,7,Mid-Value,Potential Loyalists
51294,1004,1,"62,4",3,1,1,5,Low-Value,At Risk Customers
51296,1258,2,"140,55",2,1,1,4,Low-Value,Can't Lose
51300,136,1,"22,7",5,1,1,7,Mid-Value,Potential Loyalists
51302,142,2,"64,65",5,1,1,7,Mid-Value,Potential Loyalists
51303,248,2,"27,3",5,1,1,7,Mid-Value,Potential Loyalists
51304,1793,1,"25,6",1,1,1,3,Low-Value,Lost
51306,907,1,"7,2",3,1,1,5,Low-Value,At Risk Customers
51307,46,7,"381,85",5,2,1,8,High-Value,Potential Loyalists
51310,917,3,"96,75",3,1,1,5,Low-Value,At Risk Customers
51311,1295,2,"55,65",2,1,1,4,Low-Value,Can't Lose
51312,365,2,"59,9",5,1,1,7,Mid-Value,Potential Loyalists
51315,280,8,"297,15",5,2,1,8,High-Value,Potential Loyalists
51319,8,6,"768,7",5,1,2,8,High-Value,Potential Loyalists
